id,text,InformationType_label,ProcessedText
5117,I got fired Friday. Job interview Monday. Accepted the job offer Tuesday. First day of work Thursday. This is all happening so fast!,1,i got fired friday. job interview monday. accepted the job offer tuesday. first day of work thursday. this is all happening so fast!
1326,Interested in a #job in #Mesquite TX? This could be a great fit: https://t.co/QyhuaoF5Ql #parttime #Hospitality #Veterans #Hiring,0,interested in a #job in #mesquite tx? this could be a great fit: https://t.co/qyhuaof5ql #parttime #hospitality #veterans #hiring
2157,Searching for #work in Columbia SC? Send your #resume to Palmetto Baptist Columbia SC. http://t.co/IhFw5nWjEH #gethired,0,searching for #work in columbia sc? send your #resume to palmetto baptist columbia sc. http://t.co/ihfw5nwjeh #gethired
4016,Yea so I got hired as manager of a pizza place so prob nvr eating pizza again thats my new thing,1,yea so i got hired as manager of a pizza place so prob nvr eating pizza again thats my new thing
943,Well got hired for a new position here in the admissions office as a fellow. Hopefully it can help transition into a full time counselor,1,well got hired for a new position here in the admissions office as a fellow. hopefully it can help transition into a full time counselor
907,Today was a good day! Found out I got the position I wanted &amp; some woman randomly gave me a $5 tip,1,today was a good day! found out i got the position i wanted &amp; some woman randomly gave me a $5 tip
1956,Recently started my first FT job. Should I be paying more than the minimum on my student loans? - https://t.co/n7fgL3fDFR #taxreturn #taxe…,1,recently started my first ft job. should i be paying more than the minimum on my student loans? - https://t.co/n7fgl3fdfr #taxreturn #taxe…
926,Last week I got hired as the Scenic Designer of an awesome play! Today I was offered the Art Director position for a TV show! So thrilled!!!,1,last week i got hired as the scenic designer of an awesome play! today i was offered the art director position for a tv show! so thrilled!!!
3951,Today I was hired for a summer job at a gift shop. :D  I wont be unemployed forever!,1,today i was hired for a summer job at a gift shop. :d  i wont be unemployed forever!
1275,Interested in working a temporary seasonal job this holiday season? Here is why you should be- https://t.co/xogOEw2vsh,0,interested in working a temporary seasonal job this holiday season? here is why you should be- https://t.co/xogoew2vsh
4041,I got hired as an artist through an online service today.  First time that has happened. Let’s continue this shall we?,1,i got hired as an artist through an online service today.  first time that has happened. let’s continue this shall we?
5043,One of my managers took me off the schedule for a whole week or fired meBut just got a new job offer from a different place god is good,1,one of my managers took me off the schedule for a whole week or fired mebut just got a new job offer from a different place god is good
4618,i got hired at 678! time to quit todai!#todai #toDIE!!!!,1,i got hired at 678! time to quit todai!#todai #todie!!!!
3324,i am the only one who can be fired and rehired within 1 hour,1,i am the only one who can be fired and rehired within 1 hour
1850,I AM IN SEARCH OF MODELS WHO WANT TO BE IN A CREATIVE BRIDAL PHOTOSHOOT!!! RT &amp; DM ME ✨,0,i am in search of models who want to be in a creative bridal photoshoot!!! rt &amp; dm me ✨
1033,ok so i got hired for 2 jobs now. one bakery another a coffee shop the fam says do both. I gotta go into one today at 2,1,ok so i got hired for 2 jobs now. one bakery another a coffee shop the fam says do both. i gotta go into one today at 2
3074,And I quit my job today....,0,and i quit my job today....
3711,Looking for a job in #Arlington #VA? CAT II Bengali https://t.co/38oJl3yY6i #jobs #hiring,0,looking for a job in #arlington #va? cat ii bengali https://t.co/38ojl3yy6i #jobs #hiring
2877,now i am back working  i am just going pay the salon to do my hair.,1,now i am back working  i am just going pay the salon to do my hair.
5290,I worked a paid internship for 2 months and got a full time position. I dont have time to be waiting around for old fucks to retire,1,i worked a paid internship for 2 months and got a full time position. i dont have time to be waiting around for old fucks to retire
987,Interested in a #job in #Ferndale Washington? This could be a great fit: https://t.co/4NUHJqC3Rw #NowHiring #GetHired #Accounting #Hiring,0,interested in a #job in #ferndale washington? this could be a great fit: https://t.co/4nuhjqc3rw #nowhiring #gethired #accounting #hiring
2156,Searching for #work in Warsaw IN? Send your #resume to Ivy Tech Community College. http://t.co/LWP93OYNuc #gethired,0,searching for #work in warsaw in? send your #resume to ivy tech community college. http://t.co/lwp93oynuc #gethired
6627,Oomfs just got hired now is on his way bout to get fired,1,oomfs just got hired now is on his way bout to get fired
6621,Jobs you may be interested in: Fireworks TechnicianThanks Career Builder.,0,jobs you may be interested in: fireworks technicianthanks career builder.
6702,Earlier today I went to get my last paycheck and my 2 betta fish from the store I was fired from on Wednesday. I... https://t.co/UwXti01KV8,0,earlier today i went to get my last paycheck and my 2 betta fish from the store i was fired from on wednesday. i... https://t.co/uwxti01kv8
5232,Since i am unemployed now i am becoming the family taxi and errand runner :(,0,since i am unemployed now i am becoming the family taxi and errand runner :(
3674,I cant wait to start workin at my new job.,1,i cant wait to start workin at my new job.
2241,A month ago I was unemployed and now next week I have work every day,1,a month ago i was unemployed and now next week i have work every day
5997,@Lawwren__ We saw that you need a job we would like to hire you To become a part of or team now go to this page @_YouAreHired_,0,@lawwren__ we saw that you need a job we would like to hire you to become a part of or team now go to this page @_youarehired_
6528,$ILIV going crazy I took a position yesterday morning $$$,1,$iliv going crazy i took a position yesterday morning $$$
3792,I forgot to put on deodorant yesterday AND I witnessed my dog poop out a stuffed animals eyeball. #Unemployment,0,i forgot to put on deodorant yesterday and i witnessed my dog poop out a stuffed animals eyeball. #unemployment
4078,Starbucks hired me today and have me double shots and so much coffee and now I am powerful,1,starbucks hired me today and have me double shots and so much coffee and now i am powerful
6857,Now that I have a job I dont know how working women can have a lazy ass unemployed boyfriend.,1,now that i have a job i dont know how working women can have a lazy ass unemployed boyfriend.
752,A friend is looking to hire an entry level marketing position. Let me know if you are interested. #mnjobs,0,a friend is looking to hire an entry level marketing position. let me know if you are interested. #mnjobs
7676,RT @clarissa: Im a UX designer/developer/strategist looking for a new position preferably to work remotely. Anyone hiring?,0,rt @clarissa: im a ux designer/developer/strategist looking for a new position preferably to work remotely. anyone hiring?
3451,Who gets fired then hired in the same day???? @AlyciaLeee #BALLER,1,who gets fired then hired in the same day???? @alycialeee #baller
560,Fired jail employee says she was treated unfairly: A former county jail employee fired earlier this week for… http://t.co/nutav1vF3w,0,fired jail employee says she was treated unfairly: a former county jail employee fired earlier this week for… http://t.co/nutav1vf3w
85,Got hired at a bank life is good,1,got hired at a bank life is good
4784,Second update on job. Im unemployed again. So the search continues. Why cant I plant my feet? Whats wrong with me? Is my mind fucked up?,0,second update on job. im unemployed again. so the search continues. why cant i plant my feet? whats wrong with me? is my mind fucked up?
81,I got hired as a camp counselor for short term teaching chorus and adventure time at Camp Waldemar!!!! Today is good. God is good.,1,i got hired as a camp counselor for short term teaching chorus and adventure time at camp waldemar!!!! today is good. god is good.
1991,Im already subject to termination at work and I started 3 weeks ago lol . I need more clientele to end this job saga,1,im already subject to termination at work and i started 3 weeks ago lol . i need more clientele to end this job saga
6035,First day on my new position and mid day thru it all my boss hands me a beer. Life is good!,1,first day on my new position and mid day thru it all my boss hands me a beer. life is good!
4160,I Am Officially Unemployed https://t.co/IKnjFc1HS7 https://t.co/1Xzd5mz31w,0,i am officially unemployed https://t.co/iknjfc1hs7 https://t.co/1xzd5mz31w
869,Ive been unemployed for a week. I havent told anyone but have had 3 recruiters call and offer me shitty jobs.,0,ive been unemployed for a week. i havent told anyone but have had 3 recruiters call and offer me shitty jobs.
6455,SubhanAllah i lost my job but yesterday my bros wanted to go out so i said ok Allah will give back This morning I find money on my account,0,subhanallah i lost my job but yesterday my bros wanted to go out so i said ok allah will give back this morning i find money on my account
4571,@MikeyG5643 they fired me,0,@mikeyg5643 they fired me
2921,I got a call from Hot Topic at Dmills for a sales associate position.. too bad I JUST got hired somewhere else lmao,1,i got a call from hot topic at dmills for a sales associate position.. too bad i just got hired somewhere else lmao
774,Looking to join a dynamic innovative team? #Fremonts City Land Surveyor position might be for you. Check it out https://t.co/B8Yxpiq7RE,0,looking to join a dynamic innovative team? #fremonts city land surveyor position might be for you. check it out https://t.co/b8yxpiq7re
955,Job hunting with @Pshwazzy today step brothers style went well. Got hired on the spot and offered management positions. life,1,job hunting with @pshwazzy today step brothers style went well. got hired on the spot and offered management positions. life
4042,On the bright side I got hired today and the weather is nice.,1,on the bright side i got hired today and the weather is nice.
4094,I applied yesterday and I got hired today lmao @ahricynthia5 @__AdamCCXX,1,i applied yesterday and i got hired today lmao @ahricynthia5 @__adamccxx
7151,I Am Currently Unemployed and I Will Be Receiving $20k From A Settlement I Could Use Some Advice - https://t.co/n7fgL3fDFR #taxreturn #ta…,0,i am currently unemployed and i will be receiving $20k from a settlement i could use some advice - https://t.co/n7fgl3fdfr #taxreturn #ta…
5307,Job Offer withdrawal: Hello. After being terminated from my previous employer I was offered a position at a ba... http://t.co/5w8hPeQgJJ,0,job offer withdrawal: hello. after being terminated from my previous employer i was offered a position at a ba... http://t.co/5w8hpeqgjj
255,Got hired today by just luck. Rewarding my week of sobriety by celebrating being employed again. http://t.co/Qlm6pfvEDV,1,got hired today by just luck. rewarding my week of sobriety by celebrating being employed again. http://t.co/qlm6pfvedv
5675,I was unemployed for 4 months and about to give up. Then I just got 2 jobs in the past 24 hours. Life is unpredictable.,1,i was unemployed for 4 months and about to give up. then i just got 2 jobs in the past 24 hours. life is unpredictable.
7244,laid off work from gov found me home opt that pays daily:http://t.co/1vBM2w0GjO,0,laid off work from gov found me home opt that pays daily:http://t.co/1vbm2w0gjo
7579,Looking for part time work or a work from home business or a job in Augusta?: http://t.co/b8HrSJfbfh via @YouTube,0,looking for part time work or a work from home business or a job in augusta?: http://t.co/b8hrsjfbfh via @youtube
5109,This week: I had to take Atlas to the Doggy ER for some nasty shit you dont want to hear about. But I also landed another kick ass job!,1,this week: i had to take atlas to the doggy er for some nasty shit you dont want to hear about. but i also landed another kick ass job!
115,lost my job today which sucks but a friend hired me right away to watch her twins starting tomorrow. So tomorrow is a beach day!,1,lost my job today which sucks but a friend hired me right away to watch her twins starting tomorrow. so tomorrow is a beach day!
1692,Interview went well I got hired now to figure out how to work two jobs or quit my first one,1,interview went well i got hired now to figure out how to work two jobs or quit my first one
1970,I recently quit my job to roll in $5641 from my phone PRESS THE LINK INSIDE BIO to do the same https://t.co/xPpC0pZGEV,0,i recently quit my job to roll in $5641 from my phone press the link inside bio to do the same https://t.co/xppc0pzgev
261,I need these 11s  a physical  and my food handlers permit 😂😂 I know my mama glad I got hired some where,1,i need these 11s  a physical  and my food handlers permit 😂😂 i know my mama glad i got hired some where
6,I was laid off with a severance package-so of course that softened my blow. But I was unemployed nonetheless. Ive never relaxed so well.,0,i was laid off with a severance package-so of course that softened my blow. but i was unemployed nonetheless. ive never relaxed so well.
4604,Thanks to Marquita I got hired turn up,1,thanks to marquita i got hired turn up
4857,Whos hiring this summer?? Anyone work at a place they know is hiring?,0,whos hiring this summer?? anyone work at a place they know is hiring?
2923,I got the secretary position and was reelected for the Public Relations committee for my sorority tonight ahhh Im doing the thing!!!,1,i got the secretary position and was reelected for the public relations committee for my sorority tonight ahhh im doing the thing!!!
4002,Here at my new job but the dude who hired me is late #Whaaa,1,here at my new job but the dude who hired me is late #whaaa
6140,Heres an opportunity that you wont want to pass up: Supervisor - https://t.co/ANP5ujxBWp #Retail #Mesquite TX #Job #Jobs #Hiring #CareerArc,0,heres an opportunity that you wont want to pass up: supervisor - https://t.co/anp5ujxbwp #retail #mesquite tx #job #jobs #hiring #careerarc
7586,i just got hired as a sales rep yesterday at dish network. as of today im the manager in charge of my own squad.#GreatWorkEthic,1,i just got hired as a sales rep yesterday at dish network. as of today im the manager in charge of my own squad.#greatworkethic
4674,Its now 4:23 am gotta get up soon for work. HaHa Lol   Im unemployed.    Oh how I love Bed sores.,0,its now 4:23 am gotta get up soon for work. haha lol   im unemployed.    oh how i love bed sores.
6033,I like how a job I recently applied for (the same job and same position with the same company in a different state) said that I wasnt qualified for the job... bitch I WORKED THERE ALREADY!! How am I not qualified for the job?!,0,i like how a job i recently applied for (the same job and same position with the same company in a different state) said that i wasnt qualified for the job... bitch i worked there already!! how am i not qualified for the job?!
3559,PRAISE JESUS AND THE LORD GOD after a MONTH of unemployment I. HAVE. A. JOB!!!!!!,1,praise jesus and the lord god after a month of unemployment i. have. a. job!!!!!!
2119,Searching for #work in Centennial CO? Send your #resume to Overland Contracting Inc.. http://t.co/jQQeXj5ZP1 #gethired,0,searching for #work in centennial co? send your #resume to overland contracting inc.. http://t.co/jqqexj5zp1 #gethired
4486,Anyone needing a job? Five Guys Burgers and Fries ( Uptown Station in Fort Walton ) is now hiring crew members.... http://t.co/D4xrCYDZHJ,0,anyone needing a job? five guys burgers and fries ( uptown station in fort walton ) is now hiring crew members.... http://t.co/d4xrcydzhj
3117,Today I quit my job and found out I offically work at Agaci. Life is great,1,today i quit my job and found out i offically work at agaci. life is great
7475,I Got Hired At A Bangladesh Sweatshop. Meet My 9-Year-Old Boss http://t.co/lSEN9TGK9s,1,i got hired at a bangladesh sweatshop. meet my 9-year-old boss http://t.co/lsen9tgk9s
4904,Welp I got instantly hired at the place I went to interview today. So there goes my unemployment problem. https://t.co/PyiUkhPRdF,1,welp i got instantly hired at the place i went to interview today. so there goes my unemployment problem. https://t.co/pyiukhprdf
4707,And not even after a month of unemployment I am a working man again,1,and not even after a month of unemployment i am a working man again
5478,Scared of being laid off from your #job? Start your own online La Bella Baskets #gift basket and #fl http://t.co/wNCgfJMRh6,0,scared of being laid off from your #job? start your own online la bella baskets #gift basket and #fl http://t.co/wncgfjmrh6
2227,Two minutes ago I was unemployed. Then I got a text message. #fuckyafreelance,1,two minutes ago i was unemployed. then i got a text message. #fuckyafreelance
168,Got interviewed and hired and worked all in the same day. #EMPLOYED,1,got interviewed and hired and worked all in the same day. #employed
4944,Anyone looking for a job??? Fitness 19 is hiring for a person to work in the kids room!,0,anyone looking for a job??? fitness 19 is hiring for a person to work in the kids room!
2444,Just got hired yesterday but have a job interview tomorrow. CFA or FL?!?,1,just got hired yesterday but have a job interview tomorrow. cfa or fl?!?
1597,Looking for a job? Developmental Intern - Energy Efficiency (E&amp;D) at New York Power Authority (Wh... http://t.co/S0NkmkrLbt #green #jobs,0,looking for a job? developmental intern - energy efficiency (e&amp;d) at new york power authority (wh... http://t.co/s0nkmkrlbt #green #jobs
956,Came in today long 450 $IP as my biggest position. Left with no position and $28k in my pocket lol,0,came in today long 450 $ip as my biggest position. left with no position and $28k in my pocket lol
2543,Looking for a campaign position in Minneapolis in 2016? Apply to be a DFL Regional Organizing Dir. (ROD) today! https://t.co/bP4N8ket8j,0,looking for a campaign position in minneapolis in 2016? apply to be a dfl regional organizing dir. (rod) today! https://t.co/bp4n8ket8j
2366,Who hiring???!!!,0,who hiring???!!!
4075,Got hired at a food truck today then worked 7 hours. Now I have something to occupy my time,1,got hired at a food truck today then worked 7 hours. now i have something to occupy my time
4818,You ever tweet so solid you put it on your resume? HAHAHAHA Im unemployed,0,you ever tweet so solid you put it on your resume? hahahaha im unemployed
7158,So u woman work fi radio shack and I am unemployed but you want me fi take out phone in my name ok sir wait me soon do it kmt,0,so u woman work fi radio shack and i am unemployed but you want me fi take out phone in my name ok sir wait me soon do it kmt
5901,Hi Dorothysorry I missed your greeting this morningI was just hired yesterday for another temp job-start tomorrow https://t.co/zutSNPqclg,1,hi dorothysorry i missed your greeting this morningi was just hired yesterday for another temp job-start tomorrow https://t.co/zutsnpqclg
289,I went to the new hire session yesterday to sign my contract..,1,i went to the new hire session yesterday to sign my contract..
2038,Looking for a great career? Get Hired! https://t.co/1vxCFQSFja  #jobs #trending #jobsearch #career #job #gethired #hired #job #RT #CEO #CFO Join The eCoinNetwork. Learn all about #cryptocurency https://t.co/SV0UOOuy0T #ecoin #Bitcoin #ecoinnetwork #ethereum #tron https://t.co/6yDS133WHI,0,looking for a great career? get hired! https://t.co/1vxcfqsfja  #jobs #trending #jobsearch #career #job #gethired #hired #job #rt #ceo #cfo join the ecoinnetwork. learn all about #cryptocurency https://t.co/sv0uoouy0t #ecoin #bitcoin #ecoinnetwork #ethereum #tron https://t.co/6yds133whi
4949,Anyone out there in need of a job?? Ledo Pizza is looking for servers bussers and kitchen workers! #PublicServiceAnnouncement,0,anyone out there in need of a job?? ledo pizza is looking for servers bussers and kitchen workers! #publicserviceannouncement
7139,I am unemployed.,0,i am unemployed.
985,This #job might be a great fit for you: Applications Development Analyst - https://t.co/GqK1CLHX06 #NowHiring #GetHired #IT #Tallahassee FL #Hiring https://t.co/tyPK569Tqr,0,this #job might be a great fit for you: applications development analyst - https://t.co/gqk1clhx06 #nowhiring #gethired #it #tallahassee fl #hiring https://t.co/typk569tqr
3661,my new job wants me available full-time but only pays me for part-time https://t.co/vW4qyomFKC,1,my new job wants me available full-time but only pays me for part-time https://t.co/vw4qyomfkc
6095,Ashoka posted a job you might be interested in. Recruiting Coordinator - Washington D.C. Metro Area US via LinkedIn http://t.co/FKC27sUobT,0,ashoka posted a job you might be interested in. recruiting coordinator - washington d.c. metro area us via linkedin http://t.co/fkc27suobt
3265,I have Quit been Fired and Retired! https://t.co/TRH9vaZ1tc,0,i have quit been fired and retired! https://t.co/trh9vaz1tc
4006,I got hired at a Bangladesh sweatshop. Meet my 9-year-old boss [video] http://t.co/vNKqsBPat9 #news,1,i got hired at a bangladesh sweatshop. meet my 9-year-old boss [video] http://t.co/vnkqsbpat9 #news
108,So I got hired @ this financial service place &amp; I already quit today.,1,so i got hired @ this financial service place &amp; i already quit today.
2340,I had so much fun being unemployed for 3 days after quitting my job but now I have to go back to work fuck my life lmao,1,i had so much fun being unemployed for 3 days after quitting my job but now i have to go back to work fuck my life lmao
941,Today I got a paid summer lab position bought a suit got to see my family from CT and got a new car!!! Its been a damn good day.,1,today i got a paid summer lab position bought a suit got to see my family from ct and got a new car!!! its been a damn good day.
1099,Today I am searching for a job pretty desperately again need to be busy and getting paid for it...,0,today i am searching for a job pretty desperately again need to be busy and getting paid for it...
3753,Looking for a great career opportunity? Qualified Staffing can help! https://t.co/IpsOJHZF5d https://t.co/2w2SAjJ64B,0,looking for a great career opportunity? qualified staffing can help! https://t.co/ipsojhzf5d https://t.co/2w2sajj64b
1953,At my new job some guy had a dog in his office &amp; I asked my boss about it &amp; he casually told me they sometimes just BRING DOGS TO WORK!!!,1,at my new job some guy had a dog in his office &amp; i asked my boss about it &amp; he casually told me they sometimes just bring dogs to work!!!
4915,No longer unemployed in the last 2 weeks I got 2 jobs today I got hired at Sprouts #happytobeworkingagain,1,no longer unemployed in the last 2 weeks i got 2 jobs today i got hired at sprouts #happytobeworkingagain
2723,#Job #Cambridge (USA-MA-Cambridge) Manager of Event Content: Manager of Event Content*The Position:*As a... http://t.co/D3XQe8JRXm,0,#job #cambridge (usa-ma-cambridge) manager of event content: manager of event content*the position:*as a... http://t.co/d3xqe8jrxm
4095,Got hired at Caribou. Today is a good day.,1,got hired at caribou. today is a good day.
940,I got offered a position today yall...WHOOP!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,i got offered a position today yall...whoop!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
3517,this chick who took the position i applie to stopped showing up so my chances are high.,0,this chick who took the position i applie to stopped showing up so my chances are high.
6475,so I started my barista job today and I got to make and try every coffee we have so basically I just took the biggest shit of my life nbd.,1,so i started my barista job today and i got to make and try every coffee we have so basically i just took the biggest shit of my life nbd.
6853,Ok been unemployed for the last month and have been trying to catch up on the past episodes of @thechew before ABC stops airing them for good. It was my grandmas favorite daytime show and mine when I played hooky. 😊Boo ABC @clinton_kelly @carlahall @chefsymon,0,ok been unemployed for the last month and have been trying to catch up on the past episodes of @thechew before abc stops airing them for good. it was my grandmas favorite daytime show and mine when i played hooky. 😊boo abc @clinton_kelly @carlahall @chefsymon
3221,I GOT LAID OFF YESTERDAY AND GOT TO JOBS TODAY 😊☺😊😊😆😆,1,i got laid off yesterday and got to jobs today 😊☺😊😊😆😆
3976,I just got hired in today... you think im dumb enough to fight you &amp; lose my job in he same day! -_- NIGGA PLEASE! Look at my eyes ROLL EM!,1,i just got hired in today... you think im dumb enough to fight you &amp; lose my job in he same day! -_- nigga please! look at my eyes roll em!
4817,Im just got paid today drunk but Im unemployed. SMH fam,0,im just got paid today drunk but im unemployed. smh fam
1655,Searching for #work in Mesquite TX? Send your #resume to Academy Sports + Outdoors. http://t.co/uedzUvfIis #gethired,0,searching for #work in mesquite tx? send your #resume to academy sports + outdoors. http://t.co/uedzuvfiis #gethired
6651,RT @Urbana_FireDept: Here is your opportunity to apply to be a Firefighter for the City of Urbana. #firefighter https://t.co/V47kVg4qtm,0,rt @urbana_firedept: here is your opportunity to apply to be a firefighter for the city of urbana. #firefighter https://t.co/v47kvg4qtm
4482,Are there any jobs that are hiring???,0,are there any jobs that are hiring???
1044,Just got hired on the spot full time factory job awesome shift very laid back. I am happy 😋😋😋,1,just got hired on the spot full time factory job awesome shift very laid back. i am happy 😋😋😋
99,Got hired on the spot &amp; some random guy took the dent out my car for $20..today a good ass day lol,1,got hired on the spot &amp; some random guy took the dent out my car for $20..today a good ass day lol
2798,Got hired to work at Olive Garden turn up!,1,got hired to work at olive garden turn up!
4065,I got hired in a salon..... I start monday bitches,1,i got hired in a salon..... i start monday bitches
7635,I am currently looking for work in or near downtown Los Angeles. #hireme Office Assistant/Receptionist/Data Entry http://t.co/x49rUa6vDx,0,i am currently looking for work in or near downtown los angeles. #hireme office assistant/receptionist/data entry http://t.co/x49rua6vdx
496,Well I didnt get fired on my first day at my new big girl job so thats something I can be proud of for fifteen minutes.,1,well i didnt get fired on my first day at my new big girl job so thats something i can be proud of for fifteen minutes.
4441,Who knows of any jobs hiring ? Morning afternoon night shift whatever,0,who knows of any jobs hiring ? morning afternoon night shift whatever
5821,I started my full time job about a month ago. Does that mean I can retire now? #kovalchuk,1,i started my full time job about a month ago. does that mean i can retire now? #kovalchuk
3055,First week at the new job is going well so happy im working again in my industry i think i need to buy some shoe insoles though.,1,first week at the new job is going well so happy im working again in my industry i think i need to buy some shoe insoles though.
1839,I am looking for an Electric engineer who has experience with battery technology anyone?,0,i am looking for an electric engineer who has experience with battery technology anyone?
1227,Heres a #free #workfromhome opportunity. You have nothing to lose and financial freedom to gain! http://t.co/6awhtL7PS1  #makemoney,0,heres a #free #workfromhome opportunity. you have nothing to lose and financial freedom to gain! http://t.co/6awhtl7ps1  #makemoney
970,I have a class in 2 hours and then I can come back home and sleep...NOT! and I have to train for a position I got hired for ugh!,1,i have a class in 2 hours and then i can come back home and sleep...not! and i have to train for a position i got hired for ugh!
2187,Today was a fail and tomorrow is Monday. Oh wait I graduated and Im unemployed! Tomorrow will be fine haha,0,today was a fail and tomorrow is monday. oh wait i graduated and im unemployed! tomorrow will be fine haha
5045,I been out sick for like 4 shifts in a row... Im def getting fired 🙃 time to look for a new pt job,0,i been out sick for like 4 shifts in a row... im def getting fired 🙃 time to look for a new pt job
930,I got a salaried position yesterday as a Marketing Consultant. #Sohappy,1,i got a salaried position yesterday as a marketing consultant. #sohappy
3815,My mom tries talking shit to me but I dont let her cause shes just like me. UNEMPLOYED.,0,my mom tries talking shit to me but i dont let her cause shes just like me. unemployed.
1356,Interested in a #job in #Mesquite TX? This could be a great fit: https://t.co/OfubySvBJE #jobsearch #Nursing #Hiring,0,interested in a #job in #mesquite tx? this could be a great fit: https://t.co/ofubysvbje #jobsearch #nursing #hiring
101,I may get hired back at Apple again spoke to my buddy who is a store leader over a store and hes considering hiring me back again,0,i may get hired back at apple again spoke to my buddy who is a store leader over a store and hes considering hiring me back again
3342,At a job interview this morning an employee peeked around the corner and mouthed YOU DO NOT WANT TO WORK HERE. I was hired. #badsign,1,at a job interview this morning an employee peeked around the corner and mouthed you do not want to work here. i was hired. #badsign
2292,Looking for a job? Superintendent II - Wind Energy Group (IRC9674)Job Details at M. A. Mortenson ... http://t.co/QwGh7Ady3n #green #jobs,0,looking for a job? superintendent ii - wind energy group (irc9674)job details at m. a. mortenson ... http://t.co/qwgh7ady3n #green #jobs
4037,I got hired today and start Monday lol alright cool,1,i got hired today and start monday lol alright cool
7571,Looking to start a new career? GIS jobs to grow 20% over next decade. Check the AUM GIS program. http://t.co/9T04gn1hlh. #chooseaum,0,looking to start a new career? gis jobs to grow 20% over next decade. check the aum gis program. http://t.co/9t04gn1hlh. #chooseaum
6265,Good thing I got laid off this week.,0,good thing i got laid off this week.
5914,New #Job Assistant Cook: DCH HEALTH SYSTEM - Assistant Cook Location: RMC-Tuscaloosa Shift... https://t.co/YROK13aT0J #ApplyNow #GetHired,0,new #job assistant cook: dch health system - assistant cook location: rmc-tuscaloosa shift... https://t.co/yrok13at0j #applynow #gethired
7476,Earlier this week I was hired as a photo coach for a friend/client who needed some photos for her… http://t.co/TXelRtOOYk,1,earlier this week i was hired as a photo coach for a friend/client who needed some photos for her… http://t.co/txelrtooyk
4165,Well I am currently unemployed again what a day!!,0,well i am currently unemployed again what a day!!
3013,Yay my new boss is pretty cool and hes letting my employer train me! Sweet so I will be working Sundays maybe 4am to 12,1,yay my new boss is pretty cool and hes letting my employer train me! sweet so i will be working sundays maybe 4am to 12
5483,Have you Been Laid Off and Need a STABLE Career??? (frederick) http://t.co/jr1Ayzu6gH,0,have you been laid off and need a stable career??? (frederick) http://t.co/jr1ayzu6gh
6534,A week ago I quit my job accepted another position &amp; started working out again #fitgirls #lifeisgood #finally,1,a week ago i quit my job accepted another position &amp; started working out again #fitgirls #lifeisgood #finally
2031,Looking for a new job in 2016? NPA Career Central - Connecting Parking Pros &amp; Employers. Get Hired! Hire Smart! https://t.co/A293evFzvd,0,looking for a new job in 2016? npa career central - connecting parking pros &amp; employers. get hired! hire smart! https://t.co/a293evfzvd
383,Looking to make an extra income? I am not looking for employees I am looking for motivated people that will work... http://t.co/wjoaiRxb,0,looking to make an extra income? i am not looking for employees i am looking for motivated people that will work... http://t.co/wjoairxb
25,Laid off in my graphics career so took job cake decorating cant even pay bills. Just wanna know why is there no @taylorswift13 cake kit?!,0,laid off in my graphics career so took job cake decorating cant even pay bills. just wanna know why is there no @taylorswift13 cake kit?!
4897,Well I sure do love my life. Six months of unemployment Im finally hired and Im cashiered after three days. Theyre over-staffed. Damn.,1,well i sure do love my life. six months of unemployment im finally hired and im cashiered after three days. theyre over-staffed. damn.
3514,Working earlier now in my new position. I am more than thankful for it. Thank you Lord.,1,working earlier now in my new position. i am more than thankful for it. thank you lord.
3698,My new job has an office dog. THIS IS THE BEST PLACE ON EARTH. THANK YOU FOR BLESSING ME WITH THIS OPPORTUNITY,1,my new job has an office dog. this is the best place on earth. thank you for blessing me with this opportunity
3301,I did a gig today where I got hired fired and rehire all in 30 minutes.,1,i did a gig today where i got hired fired and rehire all in 30 minutes.
3323,I just got fired to get rehired as a cashier lmao,1,i just got fired to get rehired as a cashier lmao
5989,@AnnalynKurtz @CNN I got hired for my 3rd job at Chick fil a! #Igotajob #gonnabebusynextsemster,1,@annalynkurtz @cnn i got hired for my 3rd job at chick fil a! #igotajob #gonnabebusynextsemster
6039,Lady at my new job thought I cheated my way into the position.........,1,lady at my new job thought i cheated my way into the position.........
7144,Currently unemployed. Fml,0,currently unemployed. fml
859,Are you unemployed?: I am a student right now so there is no question of unemployment here. But I think it is quite… http://t.co/zypEMAyunr,0,are you unemployed?: i am a student right now so there is no question of unemployment here. but i think it is quite… http://t.co/zypemayunr
699,So for the first time in 30 years...I got fired today.  I am looking for work or marketing work but let me know... https://t.co/99ZRjqBdJQ,0,so for the first time in 30 years...i got fired today.  i am looking for work or marketing work but let me know... https://t.co/99zrjqbdjq
5000,Yesterday I knew I were gonna get fired at cheedars but I didnt at freeddys and I still have two jobs today is my first day at this new job,1,yesterday i knew i were gonna get fired at cheedars but i didnt at freeddys and i still have two jobs today is my first day at this new job
1407,Unemployed Under-Employed Unhappily Employed? Find jobs &amp; career solutions on LinkedIn in JCD The Job Seeker &amp;... http://t.co/I4eIURAHmP,0,unemployed under-employed unhappily employed? find jobs &amp; career solutions on linkedin in jcd the job seeker &amp;... http://t.co/i4eiurahmp
